2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
2	0	0.8000	1	0.8000
2	1	1.0000	1	1.0000
0	0	0.6667	1	0.6667
2	1	1.0000	1	0.5000
2	1	1.0000	1	1.0000
2	1	1.0000	1	0.0000
2	1	1.0000	1	1.0000
2	0	0.6667	1	0.6667
0	0	0.0000	0	0.0000
2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
2	1	1.0000	1	0.7500
2	1	1.0000	1	1.0000
1	0	0.8000	1	0.8000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.2222	0	0.2000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.1429	0	0.1333
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
0	0	0.0000	0	0.0000
